Symbol,marketCap,trailingPE,forwardPE,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
T,-0.31838914188377,-0.20359890284695464,-0.32102105271686365,-0.42268099034240275,-0.5130223679437015,-0.489431013176847,-0.1005834268940398,0.007235983830392148,-0.6178491660109222,2.788608428592552,0.5811181237261552,0.77797704142704,-0.4629669787802922,-0.6237577277462342
TGT,-0.47494857137711316,-0.24895605943280846,-0.2311104934931032,-0.29102614568188817,-0.015950013994842426,-0.10841998280280833,-0.1002444283826058,-0.1253800021411887,0.718774711107395,-0.051019032812801984,-0.7760848730867966,-0.2590692249798892,-0.851095132753398,-0.8734755880231563
TMO,-0.26917564342075084,-0.06661016961855733,-0.05958785136533249,-0.31509781970062944,0.3785518542185378,0.48958765616394156,-0.09798131382589888,-0.2317333649331363,-0.4559923683911259,-1.2528530621212917,-0.5902321877193549,-0.4196987882722407,0.07319233627999724,-0.0790380608640946
TMUS,-0.16558722233245493,-0.12879797278704977,-0.07693729475676081,-0.3094437170975553,-0.05600712676727797,-0.1010485481160071,-0.09964832323105943,-0.17216127305591464,-1.2287280473501532,-1.3824626143016192,0.8351953335570979,-0.3439980359631329,-0.07331076120886709,-0.19598956733982928
TSLA,1.4224473952461634,0.7323137570815805,2.2689101368651134,0.3437511787061085,-0.3661462877781046,-0.44335954638433933,-0.1004110470197336,-0.2599501659067905,3.4677296771339337,-1.3824626143016192,1.4370628925971738,2.7856121349385776,1.6625694864818743,-0.18742648964729347
TXN,-0.30761910320832514,-0.04124869459669475,0.14479412068597386,-0.051718655624404426,-0.2605411722871382,-0.321730874052119,-0.10047670683392555,0.026214989074414306,0.034799211488256064,0.1728520118623091,-0.252494767893213,-0.2744412339109135,1.2179029793709535,1.2418358822757258
UNH,0.1365493191597449,-0.0610132679210559,-0.1723178285218042,-0.27420144124411694,0.34517092690817486,0.784905758303916,-0.0985680226739519,-0.10669711046121431,-0.9807216639004654,-0.5871312713768831,-0.669061316975388,-0.3451109004734522,-0.7162435202017186,-0.9156738177332201
UNP,-0.35683466581361034,-0.17904674741099127,-0.1284106405124607,-0.12046470385410017,0.07205424891429621,-0.034705635934796024,-0.10028487135311612,-0.11735613286469333,0.23320431824800644,-0.11582380890296559,-0.7786011759023839,-0.38523633291560566,0.38529932623671725,0.9119646832925941
UPS,-0.40367163229165137,-0.1987700178261085,-0.22730963968276108,-0.20897207173230314,-0.1858892803021447,-0.1867414763500714,-0.10045777705462511,0.031218796081578192,0.0400203985082495,0.5557893251223671,-1.2869562127576502,-0.330971796200724,-0.704210019364954,-0.7140943170168297
USB,-0.4486917407471294,-0.23564484775281333,-0.2933047224494803,-0.42729509134931265,-0.3904233258220049,-0.3931416475805059,-0.10014710462598493,-0.08046407199042983,0.191434822088059,1.0388794741581329,-0.26360110462118647,-0.19006663905702073,-0.26852088589415946,0.5028656522976428
V,0.33545045645919386,-0.07317247417483236,-0.005007194717342405,0.1900857473447164,0.002864690489180354,-0.009366329198916756,-0.10045057550815209,-0.1966474161883512,-0.03829740679165197,-0.9877426144797132,-0.018550848282768404,-0.2459491322894776,2.173133736270315,3.0433995802932365
VZ,-0.304284833495934,-0.21120426012315724,-0.35680347050463224,-0.4138772853764661,-0.44747436522517064,-0.3747130608635028,-0.10038644745146393,0.08258936238723404,-1.4323543411298967,1.8872329066111844,-0.3345304312562178,0.168174825670644,-0.4788206386128551,-0.6330922538795389
